"","title","asin","year","genre"
"2497","Good Apollo, I'm Burning Star IV, Volume One: From Fear Through The Eyes of Madness","B000AA302A",2005,"Alternative Rock"
"2498","80","B000AA4M9U",2005,"Blues"
"2499","Oh No","B000ADWD4I",2005,"Alternative Rock"
"2500","Trill","B000AGTQKY",2013,"Rap & Hip-Hop"
"2501","Terminate Damnation","B000AHJ7TS",2005,"Other"
"2502","Straight to Hell","B000AGTQGS",2006,"Country"
"2503","Trauma","B000AGTQ54",2005,"Rap & Hip-Hop"
"2504","You Stand Watching","B000AGTQJU",2012,"Folk"
"2505","Found in the Flood","B000AGTPYQ",2005,"Alternative Rock"
"2506","Chaos and Creation in the Backyard","B000AL730O",2005,"Folk"
"2507","Veneer","B000AM6OKI",2005,"Alternative Rock"
"2508","The Essential Frank Sinatra with the Tommy Dorsey Orchestra (2CD)","B000AO4NKE",2005,"Jazz"
"2509","Wildflower","B000AOENCM",2005,"Folk"
"2510","Nexterday","B000AOJ9EE",2005,"Alternative Rock"
"2511","Excerpts From the Diary of Todd Zilla","B000AP2YUY",2005,"Alternative Rock"
"2512","Deadbeat Sweetheartbeat","B000AQACNY",2005,"Alternative Rock"
"2513","Hope &amp; Desire","B000ASATP8",2005,"Blues"
"2514","Day After","B000ASTEE0",2008,"Rap & Hip-Hop"
"2515","Dark Light","B000ATT2QO",2005,"Alternative Rock"
"2516","Aerial","B000AU1NZQ",2005,"Alternative Rock"
"2517","Hustlas Handbook","B000AV2G9M",2005,"Pop"
"2518","&amp; The Glass Handed Kites","B000AV47XK",2005,"Alternative Rock"
"2519","Somebody's Miracle","B000AV2G2O",2005,"Alternative Rock"
"2520","The Sound of Revenge","B000AY9OGW",2005,"Rap & Hip-Hop"
"2521","Gord's Gold: Greatest Hits","B000AYEIWW",2005,"Folk"
"2522","The Best of Snoop Dogg","B000B5IOPM",2005,"Rap & Hip-Hop"
"2523","Alicia Keys - Mtv Unplugged","B000B5IPLK",2005,"Pop"
"2524","New Whirl Odor","B000B5KRSY",2005,"Rap & Hip-Hop"
"2525","Return The Gift","B000B5QWO2",2005,"Alternative Rock"
"2526","Z","B000B5QWNI",2005,"Alternative Rock"
"2527","Solo Acoustic 1","B000B5XSXU",2005,"Folk"
"2528","Gold","B000B66PDO",2005,"Folk"
"2529","Gold","B000B8I940",2005,"Rap & Hip-Hop"
"2530","Collection","B000B8QF00",2005,"Alternative Rock"
"2531","Next","B000B8QF6O",2005,"Alternative Rock"
"2532","Singles","B000B9UHSU",2005,"Alternative Rock"
"2533","Bloodlust","B000BC8T78",2005,"Other"
"2534","What the Game's Been Missing","B000BFNYZ2",2005,"Rap & Hip-Hop"
"2535","The Ultimate Collection","B000BGR0OM",2005,"Alternative Rock"
"2536","Some Hearts","B000BGR18W",2005,"Country"
"2537","Duets: The Final Chapter","B000BJS4P8",2005,"Rap & Hip-Hop"
"2538","Ancora","B000BK8FVA",2005,"Pop"
"2539","Rising Tied","B000BKSISA",2005,"Rap & Hip-Hop"
"2540","Tha Carter 2","B000BLI4UG",2005,"Rap & Hip-Hop"
"2541","Hypnotize","B000BM6AVA",2005,"Pop"
"2542","The Breakthrough","B000BNTM32",2005,"Pop"
"2543","Oral Fixation vol. 2","B000BOH8XW",2005,"Pop"
"2544","Keep on Truckin: The Motown Solo Albums 1","B000BPGIZ0",2006,"Pop"
"2545","Ain't Nobody Worryin'","B000BR3464",2005,"Pop"
"2546","Whatever People Say I Am Thats What I'm Not","B000BTDMDC",2006,"Alternative Rock"
"2547","Greatest Hits","B000BTFZKA",2005,"Rap & Hip-Hop"
"2548","Exodus","B000BY827I",2005,"Rap & Hip-Hop"
"2549","Ludacris Presents Disturbing Tha Peace","B000BY826Y",2005,"Rap & Hip-Hop"
"2550","Baby Makin' Music (Feat. Ronald Isley AKA Mr. Biggs)","B000BY8278",2006,"Pop"
"2551","White Limousine","B000C8STJ4",2006,"Alternative Rock"
"2552","Sorry","B000CBNX4W",2005,"Pop"
"2553","Body Acoustic","B000CDSS2M",2005,"Alternative Rock"
"2554","Hello Young Lovers","B000CFWNNK",2006,"Alternative Rock"
"2555","Rock N Soul Part 1","B000CNE128",2006,"Alternative Rock"
"2556","My Homies 2","B000CRR3C4",2013,"Rap & Hip-Hop"
"2557","Drum's Not Dead","B000CSUYFQ",2006,"Alternative Rock"
"2558","These Are the Days","B000E0LM2G",2006,"Folk"
"2559","The Evolution of Robin Thicke","B000E0OEQC",2006,"Pop"
"2560","Tom Cat (The Rudy Van Gelder Edition)","B000E1IGC4",2011,"Jazz"
"2561","On Top of Our Game","B000E3K3BY",2006,"Rap & Hip-Hop"
"2562","Collected","B000E5L8DE",2006,"Alternative Rock"
"2563","Morph the Cat","B000E5N62U",2006,"Jazz"
"2564","Ultimate Prince","B000E6EHI6",2006,"Alternative Rock"
"2565","Everytime We Touch","B000E6EJ2A",2006,"Pop"
"2566","Fishscale","B000E97HB2",2006,"Rap & Hip-Hop"
"2567","Lively Mind","B000EGDAQG",2006,"Pop"
"2568","You in Reverse","B000EGDN40",2006,"Alternative Rock"
"2569","At War With the Mystics","B000EGDNCW",2006,"Alternative Rock"
"2570","Todd Smith","B000EGFV4K",2006,"Rap & Hip-Hop"
"2571","Both Sides of the Gun","B000EGEKWE",2006,"Alternative Rock"
"2572","Musique 1: 1993-2005","B000EHPXXI",2006,"Pop"
"2573","Elo 2","B000EHQ7VA",2006,"Pop"
"2574","Grand Funk Railroad - Greatest Hits","B000EHQ80A",2006,"Pop"
"2575","Ten Silver Drops (U.S. Version)","B000ELL0R2",2013,"Alternative Rock"
"2576","Blood Money","B000EMGAGW",2006,"Rap & Hip-Hop"
"2577","Stadium Arcadium","B000EMGAOY",2006,"Alternative Rock"
"2578","Quiet Kenny","B000EMGIHS",2006,"Jazz"
"2579","The Hardest Way to Make an Easy Living","B000EQ46KA",2006,"Rap & Hip-Hop"
"2580","Definitive Collection","B000ERU8JC",NA,"Blues"
"2581","The Loon","B000ETQPWE",2006,"Rock"
"2582","St. Elsewhere","B000EU1KRS",2006,"Alternative Rock"
"2583","Tired of Hanging Around","B000EUMO00",2006,"Alternative Rock"
"2584","All the Roadrunning","B000EXZ9P4",2006,"Country"
"2585","Pimpalation","B000F0UV2M",2013,"Rap & Hip-Hop"
"2586","Restless","B000F0UV36",2013,"Rap & Hip-Hop"
"2587","Killa Season","B000F0UV3Q",2006,"Rap & Hip-Hop"
"2588","Hundred Miles Off","B000F3AB1U",2006,"Alternative Rock"
"2589","New Joc City","B000F4TM6Y",2006,"Rap & Hip-Hop"
"2590","Lady &amp; Mr Johnson","B000F5GKO0",2006,"Blues"
"2591","Twenty Twenty - The Essential T Bone Burnett","B000F8DBDU",2006,"Alternative Rock"
"2592","Just Add Water","B000F8DT1O",2006,"Pop"
"2593","Writer's Block","B000FA58IE",2006,"Alternative Rock"
"2594","Light Poles &amp; Pine Trees","B000FBFT7I",2006,"Rap & Hip-Hop"
"2595","One X","B000FBGBPC",2006,"Alternative Rock"
"2596","Blow The Whistle","B000FBGBQ6",2006,"Rap & Hip-Hop"
"2597","Second Round's on Me","B000FDEUI0",2006,"Rap & Hip-Hop"
"2598","The Best Of Survivor","B000FDFRX2",2006,"Pop"
"2599","Loose","B000FII324",2006,"Pop"
"2600","Laugh Now Cry Later","B000FILWFY",2006,"Rap & Hip-Hop"
"2601","Popaganda","B000FIMG90",2006,"Alternative Rock"
"2602","12 Gardens: Live (2CD)","B000FJAA0G",2006,"Folk"
"2603","Do I Make You Proud/ Takin' It To The Streets","B000FMR4T8",2006,"Pop"
"2604","Best Thang Smokin","B000FO0ARY",2006,"Rap & Hip-Hop"
"2605","Get Used to It","B000FOQ15O",2006,"Jazz"
"2606","THE ERASER [Vinyl]","B000FPYNQW",2006,"Alternative Rock"
"2607","As Cruel As School Children","B000FUF80W",2006,"Alternative Rock"
"2608","Carnavas","B000FUF86Q",2011,"Alternative Rock"
"2609","Crook By Da Book: The Fed Story","B000FVBLJ8",2006,"Rap & Hip-Hop"
"2610","Eighteen Visions","B000FVBLGG",2011,"Alternative Rock"
"2611","Black Holes &amp; Revelations","B000FVQYYK",2006,"Pop"
"2612","Port of Miami","B000FZET70",2006,"Rap & Hip-Hop"
"2613","Letoya","B000G1ALRU",2006,"Pop"
"2614","Year of the Dog...Again","B000G1QX4A",2006,"Rap & Hip-Hop"
"2615","Definitive Collection","B000G73U5Y",2006,"Pop"
"2616","The Makeover","B000GCG95C",2006,"Pop"
"2617","Ridin High","B000GDI21A",2007,"Rap & Hip-Hop"
"2618","BOZ SCAGGS HITS","B000GG4XHY",2006,"Pop"
"2619","Sly &amp; The Family Stone Greatest Hits","B000GG4XI8",2007,"Pop"
"2620","Mind How You Go","B000GGSMJ4",2006,"Alternative Rock"
"2621","Dreamt for Light Years in the Belly of a Mountain","B000GLKP9Y",2006,"Alternative Rock"
"2622","A Posteriori","B000GRUS22",2006,"Other"
"2623","Okonokos","B000GRUSRM",2006,"Alternative Rock"
"2624","Sam's Town","B000GY729M",2006,"Alternative Rock"
"2625","So Much More","B000GY72WY",2006,"Alternative Rock"
"2626","Continuum","B000H0MKGK",2006,"Folk"
"2627","Hoodstar","B000H1RFWI",2011,"Rap & Hip-Hop"
"2628","Release Therapy","B000H30MYY",2006,"Rap & Hip-Hop"
"2629","Rotten Apple","B000H7JDSQ",2006,"Rap & Hip-Hop"
"2630","The Captain and the Kid","B000H7JDVI",2006,"Folk"
"2631","Wintersong","B000HBKCDC",2006,"Folk"
"2632","Ghost Stories","B000HC2OFK",2006,"Folk"
"2633","Outsider","B000HCO8IG",2006,"Rap & Hip-Hop"
"2634","Empire","B000HEVYQS",2006,"Alternative Rock"
"2635","Carly Simon: Into White","B000HEZF6I",2007,"Folk"
"2636","The Crane Wife","B000HKDEEW",2006,"Alternative Rock"
"2637","Like Father Like Son","B000HT35SS",2006,"Rap & Hip-Hop"
"2638","Brother Sister","B000HT36LE",2006,"Alternative Rock"
"2639","Mutemath","B000I0QJJ8",2006,"Alternative Rock"
"2640","An Other Cup","B000I5X82O",2006,"Folk"
"2641","Love, Pain &amp; the Whole Crazy Thing","B000ICM5QW",2006,"Folk"
"2642","Songbird","B000IFRQH2",2006,"Alternative Rock"
"2643","Public Warning","B000IFRQAY",2006,"Rap & Hip-Hop"
"2644","The Inspiration","B000IFRQMW",2006,"Rap & Hip-Hop"
"2645","Yours to Keep","B000IFRXW0",2006,"Alternative Rock"
"2646","Flash Harry","B000IG63CK",1980,"Folk"
"2647","Wowee Zowee: Sordid Sentinels Edition","B000IOMXXA",2006,"Alternative Rock"
"2648","Daughtry","B000IY04RC",2006,"Pop"
"2649","Fantasia","B000IY04RW",2006,"Pop"
"2650","Taylor Hicks","B000IY04S6",2011,"Pop"
"2651","Doctor's Advocate","B000J103X4",2006,"Rap & Hip-Hop"
"2652","The Devil And God Are Raging Inside Me","B000JCETAG",2006,"Alternative Rock"
"2653","I Need Mine","B000JFY0AC",2007,"Rap & Hip-Hop"
"2654","Tha Blue Carpet Treatment","B000JFY06Q",2006,"Rap & Hip-Hop"
"2655","Buck The World","B000JJRINO",2007,"Rap & Hip-Hop"
"2656","Pac's Life","B000JJRIO8",2006,"Rap & Hip-Hop"
"2657","Jarvis","B000JMKCU2",2006,"Alternative Rock"
"2658","Reflections - A Retrospective","B000JU8HHE",2006,"Pop"
"2659","Hip Hop Is Dead","B000JVSZIY",2006,"Rap & Hip-Hop"
"2660","Not Too Late","B000KCHZK6",2007,"Folk"
"2661","Nested","B000KSPB92",NA,"Folk"
"2662","Hissing Fauna Are You the Destroyer","B000KWZ94U",2007,"Alternative Rock"
"2663","The Sermon On Exposition Blvd. [Fold-out Digipak with 14 page booklet]","B000L211NM",2007,"Alternative Rock"
"2664","No Promises","B000L21DVW",2007,"Pop"
"2665","The Bird &amp; The Bee","B000LV63SG",2007,"Alternative Rock"
"2666","Back Numbers","B000LXHGBC",2007,"Alternative Rock"
"2667","All of a Sudden I Miss Everyone","B000M5B6GK",2007,"Alternative Rock"
"2668","Alpha","B000MGBTIE",2007,"Alternative Rock"
"2669","Undiscovered","B000MGUZ9I",2007,"Alternative Rock"
"2670","Blackfield II","B000MGVA8I",2007,"Rock"
"2671",NA,"B000MQ51E2",2007,"Alternative Rock"
"2672",NA,"B000MR8SZU",2007,"Blues"
"2673",NA,"B000MRA4WK",2007,"Alternative Rock"
"2674",NA,"B000MTPAGI",2007,"Pop"
"2675",NA,"B000MTPAQS",2007,"Rap & Hip-Hop"
"2676",NA,"B000MXPE74",2007,"Alternative Rock"
"2677",NA,"B000N2G3RY",2007,"Pop"
"2678",NA,"B000N8UY3W",2007,"Pop"
"2679",NA,"B000NA27TE",2007,"Alternative Rock"
"2680",NA,"B000NA2UK0",2007,"Alternative Rock"
"2681",NA,"B000ND91U4",2007,"Jazz"
"2682",NA,"B000ND91SG",2007,"Country"
"2683",NA,"B000NDEXIO",2007,"Rap & Hip-Hop"
"2684",NA,"B000NDFKRM",2007,"Rap & Hip-Hop"
"2685",NA,"B000NHG73Y",2007,"Pop"
"2686",NA,"B000NJLQUQ",2007,"Alternative Rock"
"2687",NA,"B000NJLYSA",2007,"Alternative Rock"
"2688",NA,"B000NO39EC",2007,"Folk"
"2689",NA,"B000NOKA1C",2007,"Folk"
"2690",NA,"B000NPE7YC",2007,"Alternative Rock"
"2691",NA,"B000NQR7NO",2007,"Alternative Rock"
"2692",NA,"B000NQR7UC",2007,"Alternative Rock"
"2693",NA,"B000NVHWMU",2009,"Folk"
"2694",NA,"B000NVIXFK",2007,"Pop"
"2695",NA,"B000NVLES8",2007,"Alternative Rock"
"2696",NA,"B000O170Y4",2007,"Alternative Rock"
"2697",NA,"B000O5AYC0",2007,"Alternative Rock"
"2698",NA,"B000O5B4NI",2007,"Folk"
"2699",NA,"B000O78LH8",2007,"Alternative Rock"
"2700",NA,"B000OHZJL4",2007,"Alternative Rock"
"2701",NA,"B000OLHGBQ",2007,"Alternative Rock"
"2702",NA,"B000OQDUQ6",2007,"Pop"
"2703",NA,"B000OQF6N6",2007,"Alternative Rock"
"2704",NA,"B000OV14LO",2007,"Rap & Hip-Hop"
"2705",NA,"B000OYC3J8",2007,"Alternative Rock"
"2706",NA,"B000P46Q0E",2008,"Rap & Hip-Hop"
"2707",NA,"B000PDZJ0S",2007,"Alternative Rock"
"2708",NA,"B000PFU7O4",2009,"Folk"
"2709",NA,"B000Q3646A",2007,"Rap & Hip-Hop"
"2710",NA,"B000Q364BK",2007,"Rap & Hip-Hop"
"2711",NA,"B000Q677E0",2007,"Folk"
"2712",NA,"B000Q9OD58",2007,"Alternative Rock"
"2713",NA,"B000QCK99E",2007,"Alternative Rock"
"2714",NA,"B000QJLQLW",2007,"Other"
"2715",NA,"B000QUCPUC",2007,"Rap & Hip-Hop"
"2716",NA,"B000QVTMUM",NA,"Other"
"2717",NA,"B000QXDCI8",2007,"Alternative Rock"
"2718",NA,"B000RGSOR8",2007,"Alternative Rock"
"2719",NA,"B000RHRGIA",2007,"Alternative Rock"
"2720",NA,"B000RMQH30",2007,"Alternative Rock"
"2721",NA,"B000ROA07W",2007,"Rap & Hip-Hop"
"2722",NA,"B000S50QYC",NA,"Other"
"2723",NA,"B000S9KSBY",2007,"Alternative Rock"
"2724",NA,"B000S9UA94",2007,"Country"
"2725",NA,"B000SAAPF2",2007,"Rap & Hip-Hop"
"2726",NA,"B000SQLCA8",2007,"Rap & Hip-Hop"
"2727",NA,"B000SZLSB2",2007,"Folk"
"2728",NA,"B000T0C0MC",2007,"Country"
"2729",NA,"B000T9DF9K",2007,"Alternative Rock"
"2730",NA,"B000TGGTIC",NA,"Other"
"2731",NA,"B000TIXH80",2007,"Alternative Rock"
"2732",NA,"B000TJ6AME",2011,"Folk"
"2733",NA,"B000TQZ7O4",2007,"Alternative Rock"
"2734",NA,"B000TUXL16",2007,"Alternative Rock"
"2735",NA,"B000U618C8",2007,"Alternative Rock"
"2736",NA,"B000U79UEU",2007,"Alternative Rock"
"2737",NA,"B000UAE8EY",2007,"Rap & Hip-Hop"
"2738",NA,"B000UCEJEQ",2007,"Pop"
"2739",NA,"B000UE64QA",2007,"Alternative Rock"
"2740",NA,"B000UGG3IW",2011,"Alternative Rock"
"2741",NA,"B000UGGS9Q",2007,"Country"
"2742",NA,"B000UJBY60",2007,"Rap & Hip-Hop"
"2743",NA,"B000UMQDHC",2007,"Country"
"2744",NA,"B000UZ4FWY",2007,"Rap & Hip-Hop"
"2745",NA,"B000UZ4FMY",2007,"Alternative Rock"
"2746",NA,"B000UZ4P5Q",2007,"Alternative Rock"
"2747",NA,"B000V1MMIQ",2007,"Alternative Rock"
"2748",NA,"B000V3L0ZK",2008,"Alternative Rock"
"2749",NA,"B000V616JC",2002,"Other"
"2750",NA,"B000V66ZPW",1987,"Other"
"2751",NA,"B000V6O3CE",2007,"Other"
"2752",NA,"B000V9KFG4",2007,"Rap & Hip-Hop"
"2753",NA,"B000VDDCH4",2007,"Alternative Rock"
"2754",NA,"B000VFIDQM",2008,"Rap & Hip-Hop"
"2755",NA,"B000VI6T9C",2007,"Jazz"
"2756",NA,"B000VJE1OG",2007,"Alternative Rock"
"2757",NA,"B000VKJ6Q8",2007,"Alternative Rock"
"2758",NA,"B000VS6P3W",2007,"Rap & Hip-Hop"
"2759",NA,"B000VS6P96",2007,"Pop"
"2760",NA,"B000VS6PD2",2007,"Pop"
"2761",NA,"B000VS8UJY",2007,"Folk"
"2762",NA,"B000VWLEC0",2001,"Other"
"2763",NA,"B000W0YVX0",2007,"Other"
"2764",NA,"B000W1SRR0",2007,"Other"
"2765",NA,"B000WCDI6O",2007,"Rap & Hip-Hop"
"2766",NA,"B000WCDI5K",2007,"Alternative Rock"
"2767",NA,"B000WGWCLM",2008,"Rap & Hip-Hop"
"2768",NA,"B000WL7UQ4",2007,"Other"
"2769",NA,"B000WM72KM",2007,"Pop"
"2770",NA,"B000WSVBYO",2008,"Pop"
"2771",NA,"B000WTTC5I",1990,"Other"
"2772",NA,"B000X433MA",2007,"Folk"
"2773",NA,"B000X6UB46",2007,"Other"
"2774",NA,"B000XQ1YOM",2007,"Rap & Hip-Hop"
"2775",NA,"B000XXWK9I",2008,"Rap & Hip-Hop"
"2776",NA,"B000YCLRBU",2008,"Alternative Rock"
"2777",NA,"B000YMQIYG",2004,"Other"
"2778",NA,"B000ZK0CKI",2008,"Country"
"2779",NA,"B000ZK42QI",2008,"Rap & Hip-Hop"
"2780",NA,"B00108YG2Y",2008,"Folk"
"2781",NA,"B0010DJ1GA",2008,"Alternative Rock"
"2782",NA,"B0010NX2CE",2008,"Folk"
"2783",NA,"B0010VD7IK",2008,"Pop"
"2784",NA,"B001110QHE",2008,"Pop"
"2785",NA,"B00111COHO",2008,"Alternative Rock"
"2786",NA,"B00116QB78",2008,"Alternative Rock"
"2787",NA,"B0011B9W4M",2007,"Country"
"2788",NA,"B0011HF6GE",2008,"Alternative Rock"
"2789",NA,"B0011XCZ1M",2008,"Other"
"2790",NA,"B0011Z4WOI",2010,"Other"
"2791",NA,"B00122X5VG",2007,"Other"
"2792",NA,"B001235DTW",2012,"Other"
"2793",NA,"B00126WY00",2008,"Alternative Rock"
"2794",NA,"B00127G7A2",2008,"Alternative Rock"
"2795",NA,"B00128X6Z0",2008,"Alternative Rock"
"2796",NA,"B0012AXTDC",2008,"Rap & Hip-Hop"
"2797",NA,"B0012DZA72",2008,"Pop"
"2798",NA,"B0012GMUWW",2008,"Folk"
"2799",NA,"B0012LA9P2",1984,"Alternative Rock"
"2800",NA,"B0012OVF2U",2008,"Pop"
"2801",NA,"B0012X44HE",2008,"Other"
"2802",NA,"B0012X9KLO",2008,"Pop"
"2803",NA,"B00136LDKQ",2001,"Other"
"2804",NA,"B00136LEMS",2007,"Other"
"2805",NA,"B00136Q3HE",2002,"Other"
"2806",NA,"B00136RFJY",2003,"Other"
"2807",NA,"B00137GGZC",2006,"Other"
"2808",NA,"B00137IDW6",2004,"Other"
"2809",NA,"B00137IJUM",2000,"Other"
"2810",NA,"B00137KS2O",2007,"Other"
"2811",NA,"B00137OHD0",2005,"Other"
"2812",NA,"B00137RGS8",2007,"Other"
"2813",NA,"B00137TMKI",2006,"Other"
"2814",NA,"B0013873FI",2007,"Other"
"2815",NA,"B0013D8BK4",2008,"Other"
"2816",NA,"B0013FDTYA",2008,"Rap & Hip-Hop"
"2817",NA,"B0013FSVD4",2008,"Alternative Rock"
"2818",NA,"B0013G0PG4",2007,"Other"
"2819",NA,"B0013H8QEG",2008,"Alternative Rock"
"2820",NA,"B0013JXF86",2011,"Other"
"2821",NA,"B0013L5M08",2008,"Jazz"
"2822",NA,"B0013LL0CC",2008,"Alternative Rock"
"2823",NA,"B0013LL04A",2008,"Rap & Hip-Hop"
"2824",NA,"B0014DC046",2008,"Alternative Rock"
"2825",NA,"B0014DBZX8",2008,"Alternative Rock"
"2826",NA,"B0014XCMVM",2008,"Alternative Rock"
"2827",NA,"B0015435OI",2008,"Alternative Rock"
"2828",NA,"B0015D3Z3A",2008,"Folk"
"2829",NA,"B0015FK0HM",2008,"Alternative Rock"
"2830",NA,"B0015FS8QC",2008,"Alternative Rock"
"2831",NA,"B0015HZAOI",2008,"Folk"
"2832",NA,"B0015RRNNE",2008,"Alternative Rock"
"2833",NA,"B0016B6ZKG",2008,"Pop"
"2834",NA,"B001725ZB4",2008,"Pop"
"2835",NA,"B00175G7KE",2008,"Alternative Rock"
"2836",NA,"B0017DHRJ6",NA,"Other"
"2837",NA,"B0017I1FRQ",2008,"Folk"
"2838",NA,"B0017OLUUC",2008,"Folk"
"2839",NA,"B0017PB5TW",2008,"Alternative Rock"
"2840",NA,"B0017PV2DQ",NA,"Other"
"2841",NA,"B0017R1DZG",2008,"Alternative Rock"
"2842",NA,"B0017TBE9Y",2008,"Rap & Hip-Hop"
"2843",NA,"B0017U09N0",2008,"Alternative Rock"
"2844",NA,"B0017V7GTY",2008,"Other"
"2845",NA,"B00192K3NW",2011,"Other"
"2846",NA,"B00192M9FC",2009,"Rap & Hip-Hop"
"2847",NA,"B0019GAOI2",2008,"Alternative Rock"
"2848",NA,"B0019T9FL6",2008,"Pop"
"2849",NA,"B001A5RES0",2008,"Rap & Hip-Hop"
"2850",NA,"B001A7DDTC",NA,"Other"
"2851",NA,"B001AAAT7I",2008,"Other"
"2852",NA,"B001AAAT6O",2008,"Other"
"2853",NA,"B001AAE9N8",2008,"Other"
"2854",NA,"B001AAHQLA",2008,"Other"
"2855",NA,"B001AGNRYY",2008,"Rap & Hip-Hop"
"2856",NA,"B001AI1QWW",2008,"Rap & Hip-Hop"
"2857",NA,"B001AI93YA",2008,"Alternative Rock"
"2858",NA,"B001ATO9K2",2008,"Alternative Rock"
"2859",NA,"B001AUEMFS",2008,"Other"
"2860",NA,"B001AXJ0GG",2008,"Other"
"2861",NA,"B001AZI1XC",2008,"Alternative Rock"
"2862",NA,"B001B2261M",2008,"Other"
"2863",NA,"B001B65PBQ",NA,"Other"
"2864",NA,"B001B94K2S",2008,"Rap & Hip-Hop"
"2865",NA,"B001B9DDKS",2008,"Other"
"2866",NA,"B001BM67QW",2008,"Alternative Rock"
"2867",NA,"B001BNK58W",2009,"Other"
"2868",NA,"B001BR4YYE",2008,"Country"
"2869",NA,"B001BYZX1K",2008,"Alternative Rock"
"2870",NA,"B001C3KCSY",2008,"Alternative Rock"
"2871",NA,"B001CJOHG6",2008,"Rap & Hip-Hop"
"2872",NA,"B001CQK8XU",NA,"Other"
"2873",NA,"B001CR49IE",2008,"Alternative Rock"
"2874",NA,"B001CVCB9O",2008,"Alternative Rock"
"2875",NA,"B001CVMDF6",2008,"Alternative Rock"
"2876",NA,"B001CWOCVI",2008,"Alternative Rock"
"2877",NA,"B001CY2EL6",2008,"Pop"
"2878",NA,"B001D0T4JO",2008,"Rap & Hip-Hop"
"2879",NA,"B001DU4PHA",2008,"Other"
"2880",NA,"B001DUJNGI",2008,"Pop"
"2881",NA,"B001E1DJD4",2008,"Folk"
"2882",NA,"B001E9ULJ6",2008,"Other"
"2883",NA,"B001EOQTV0",2008,"Alternative Rock"
"2884",NA,"B001EOQTSI",2008,"Alternative Rock"
"2885",NA,"B001ESYAJ4",2009,"Rap & Hip-Hop"
"2886",NA,"B001EYGOEM",2008,"Other"
"2887",NA,"B001F2U72I",2008,"Rap & Hip-Hop"
"2888",NA,"B001FWRZ46",2008,"Alternative Rock"
"2889",NA,"B001FX5V8M",2008,"Other"
"2890",NA,"B001FX9QS8",2008,"Other"
"2891",NA,"B001G7EGPG",2008,"Rap & Hip-Hop"
"2892",NA,"B001G83TS0",2008,"Pop"
"2893",NA,"B001G93Z5Q",2009,"Alternative Rock"
"2894",NA,"B001G9LVC0",2008,"Jazz"
"2895",NA,"B001G9LVA2",2008,"Folk"
"2896",NA,"B001G9FFHM",2008,"Rap & Hip-Hop"
"2897",NA,"B001GLHBIG",2011,"Other"
"2898",NA,"B001GZMN8A",2008,"Other"
"2899",NA,"B001GZJK4A",NA,"Other"
"2900",NA,"B001H9N88Y",2008,"Rap & Hip-Hop"
"2901",NA,"B001H9N884",2009,"Rap & Hip-Hop"
"2902",NA,"B001HDYKQ4",2008,"Other"
"2903",NA,"B001HUBFPG",2008,"Pop"
"2904",NA,"B001IB63II",2008,"Rap & Hip-Hop"
"2905",NA,"B001IX4CKC",2009,"Rap & Hip-Hop"
"2906",NA,"B001IXSU8W",2008,"Other"
"2907",NA,"B001IXQU3O",2008,"Other"
"2908",NA,"B001IXUUNU",2008,"Other"
"2909",NA,"B001J32WBC",2009,"Rap & Hip-Hop"
"2910",NA,"B001JODA58",2008,"Other"
"2911",NA,"B001K3JF7K",2009,"Jazz"
"2912",NA,"B001KL3GY0",2009,"Alternative Rock"
"2913",NA,"B001KL3GXG",2009,"Folk"
"2914",NA,"B001KR1IBW",2008,"Other"
"2915",NA,"B001KR5RKA",2008,"Other"
"2916",NA,"B001KR5RK0",2008,"Other"
"2917",NA,"B001L2BIHK",2008,"Other"
"2918",NA,"B001L2I27O",2009,"Rap & Hip-Hop"
"2919",NA,"B001LK1LA6",2009,"Alternative Rock"
"2920",NA,"B001LTVBX4",2009,"Alternative Rock"
"2921",NA,"B001LV5OOY",2009,"Alternative Rock"
"2922",NA,"B001LZ0UGM",2011,"Other"
"2923",NA,"B001MWGZDG",2009,"Alternative Rock"
"2924",NA,"B001NB1FUY",2000,"Other"
"2925",NA,"B001NBO0KG",2008,"Other"
"2926",NA,"B001NCHCOQ",1999,"Other"
"2927",NA,"B001NESP54",2009,"Country"
"2928",NA,"B001NJY68O",2009,"Blues"
"2929",NA,"B001O54NEY",2009,"Rap & Hip-Hop"
"2930",NA,"B001O7UXMI",NA,"Other"
"2931",NA,"B001P8C1U8",2009,"Pop"
"2932",NA,"B001PB3RU8",2009,"Alternative Rock"
"2933",NA,"B001PCJG4S",2009,"Alternative Rock"
"2934",NA,"B001PPLIUU",2009,"Rap & Hip-Hop"
"2935",NA,"B001Q6ERVA",NA,"Other"
"2936",NA,"B001Q89F7E",2009,"Rap & Hip-Hop"
"2937",NA,"B001Q9F0D6",2009,"Pop"
"2938",NA,"B001QFNSCK",2009,"Alternative Rock"
"2939",NA,"B001QITO1Q",2009,"Alternative Rock"
"2940",NA,"B001SZ29NC",2009,"Alternative Rock"
"2941",NA,"B001T46THE",2009,"Rap & Hip-Hop"
"2942",NA,"B001T46UFU",2009,"Alternative Rock"
"2943",NA,"B001T46U32",2009,"Alternative Rock"
"2944",NA,"B001TD1XWG",2010,"Rap & Hip-Hop"
"2945",NA,"B001TOKYN4",NA,"Other"
"2946",NA,"B001U0HBHO",2009,"Alternative Rock"
"2947",NA,"B001UDY250",2009,"Alternative Rock"
"2948",NA,"B001UJIMF0",2009,"Alternative Rock"
