"","title","asin","genre","year","price","recommendation","sim"
"4784","Characters","B000001AJU","Rock",1989,10.18,"Songs in the Key of Life",0.521090973620174
"4785","D12 World","B0001Z53AQ","Rap & Hip-Hop",2004,11.37,"Encore Deluxe Edition",0.520996957280788
"4786","The Very Best of Otis Redding","B0000032XY","Blues",1992,7,"Pain In My Heart",0.520861225444504
"4787","Pain In My Heart","B000002IH3","Pop",1991,13.98,"The Very Best of Otis Redding",0.520861225444504
"4788","Take a Look Over Your Shoulder","B0000024MZ","Pop",1997,14.99,"Return of the Regulator",0.520859812057423
"4789","Return of the Regulator","B00005RZWJ","Pop",2001,12.59,"Take a Look Over Your Shoulder",0.520859812057423
"4790","This Girl's in Love With You","B00000335J","Blues",1993,9.49,"Rose Is Still a Rose",0.52075401329498
"4791","Rose Is Still a Rose","B000002VTV","Pop",1998,9.99,"This Girl's in Love With You",0.52075401329498
"4792","To Our Children's Children's Children","B000002GQI","Pop",NA,9.49,"Long Distance Voyager",0.520669406727494
"4793","Long Distance Voyager","B000001F5Y","Pop",1986,7.38,"To Our Children's Children's Children",0.520669406727494
"4794","The Present","B000001F2S","Pop",1983,7.98,"Days of Future Passed",0.520578911547205
"4795","Days of Future Passed","B000002GQE","Pop",1997,9.49,"The Present",0.520578911547205
"4796","Super Tight","B00000050N","Rap & Hip-Hop",1994,9.99,"Ridin Dirty",0.520454138362554
"4797","Ridin Dirty","B00000053Q","Blues",1996,9.24,"Super Tight",0.520454138362554
"4798","Tha Carter 2","B000BLI4UG","Rap & Hip-Hop",2005,10.89,"Like Father Like Son",0.520381102754394
"4799","Like Father Like Son","B000HT35SS","Rap & Hip-Hop",2006,11.18,"Tha Carter 2",0.520381102754394
"4800","Mp Da Last Don","B000006ON3","Rap & Hip-Hop",1998,14.49,"Made Man",0.520356688998392
"4801","Made Man","B00000G4NZ","Rap & Hip-Hop",1999,11.49,"Mp Da Last Don",0.520356688998392
"4802","Aretha in Paris","B0000033FZ","Pop",1994,15.39,"30 Greatest Hits - Aretha Franklin 2 Discs",0.520228699552921
"4803","Mezzanine","B000006045","Other",NA,11.58,"Collected",0.520195365888349
"4804","Collected","B000E5L8DE","Alternative Rock",2006,9.49,"Mezzanine",0.520195365888349
"4805","Beaches: Original Soundtrack Recording","B000002INP","Other",1990,10,"Bathhouse Betty",0.520159915365024
"4806","Bathhouse Betty","B00000AG8V","Jazz",1998,9.49,"Beaches: Original Soundtrack Recording",0.520159915365024
"4807","Definitive Collection","B000002VSY","Pop",1997,9.99,"Aja",0.520125997103525
"4808","Definitive Collection","B00000JY9N","Pop",1999,11.99,"Aja",0.520125997103525
"4809","Definitive Collection","B000ERU8JC","Blues",NA,8.39,"Aja",0.520125997103525
"4810","Definitive Collection","B000G73U5Y","Pop",2006,8.39,"Aja",0.520125997103525
"4811","Aja","B00003002C","Pop",1999,4.99,"Definitive Collection",0.520125997103525
"4812","The Very Best of Otis Redding","B0000032XY","Blues",1992,7,"In Person at the Whisky a Go Go",0.520017570615245
"4813","In Person at the Whisky a Go Go","B0000032EZ","Blues",1992,9.49,"The Very Best of Otis Redding",0.520017570615245
"4814","Eurythmics Live 1983- 1989","B000002VKW","Alternative Rock",1993,16.99,"Be Yourself Tonight",0.519984880279556
"4815","Be Yourself Tonight","B000002W8I","Alternative Rock",1990,12.99,"Eurythmics Live 1983- 1989",0.519984880279556
"4816","Sound-Dust","B00005N5AA","Alternative Rock",2001,19.59,"Dots &amp; Loops",0.519825557871081
"4817","Dots &amp; Loops","B000002HQ3","Alternative Rock",1997,23.89,"Sound-Dust",0.519825557871081
"4818","Survival","B00004THL9","Blues",2000,3.99,"Back Stabbers",0.519825468008021
"4819","Back Stabbers","B000002AMJ","Blues",1996,9.99,"Survival",0.519825468008021
"4820","Face the Truth","B0008FPIPY","Alternative Rock",2005,10.99,"Brighten The Corners",0.519681568613881
"4821","Brighten The Corners","B00000JHAR","Alternative Rock",1999,12.97,"Face the Truth",0.519681568613881
"4822","Flash Harry","B000IG63CK","Folk",1980,9.49,"The Point! Deluxe Packaging",0.519315295791506
"4823","The Complete Thom Bell Sessions","B000002PFC","Pop",1990,9.99,"Rock of the Westies",0.519042770753279
"4824","Rock of the Westies","B000001EM3","Folk",1996,9.99,"The Complete Thom Bell Sessions",0.519042770753279
"4825","Roll the Bones","B000002IRM","Pop",1991,14.04,"Different Stages",0.519034874400734
"4826","Different Stages","B00000DGV2","Rock",1998,33.49,"Roll the Bones",0.519034874400734
"4827","Night Ride Home","B000000ORX","Folk",1991,15,"Don Juans Reckless Daughter",0.519005449545915
"4828","Don Juans Reckless Daughter","B000002GXG","Folk",1990,33,"Night Ride Home",0.519005449545915
"4829","Heat Is on","B00005NKKS","Blues",2001,5.99,"Givin It Back",0.518999683707238
"4830","Givin It Back","B000002AIB","Blues",1997,6.99,"Heat Is on",0.518999683707238
"4831","One Night Only","B000051Y1V","Folk",2000,13.78,"Elton John - Greatest Hits 1976-1986",0.518925531815551
"4832","Elton John - Greatest Hits 1976-1986","B000002OMJ","Folk",1992,7.72,"One Night Only",0.518925531815551
"4833","Kiko","B000002LRZ","Rock",1992,10,"By the Light of the Moon",0.518674572470883
"4834","By the Light of the Moon","B000002LAT","Alternative Rock",1987,12.98,"Kiko",0.518674572470883
"4835","Wednesday Morning 3 Am","B0000024S9","Folk",1990,9.99,"Simon and Garfunkel's Greatest Hits",0.518487251509042
"4836","Simon and Garfunkel's Greatest Hits","B0000024YL","Folk",1988,16.99,"Wednesday Morning 3 Am",0.518487251509042
"4837","Tug Of War","B00000DQSE","Pop",1990,11.49,"Flowers in the Dirt",0.51842987825666
"4838","Flowers in the Dirt","B000002UUM","Pop",1990,34.99,"Tug Of War",0.51842987825666
"4839","Static Age","B000000I2R","Alternative Rock",1997,11.82,"American Psycho",0.518167278991174
"4840","American Psycho","B000000OWM","Alternative Rock",1997,11.18,"Static Age",0.518167278991174
"4841","Slaves &amp; Masters","B000007NZO","Pop",1990,11.9,"House of Blue Light",0.518149059254764
"4842","House of Blue Light","B00000JBFX","Pop",NA,6.71,"Slaves &amp; Masters",0.518149059254764
"4843","Unorthodox Behavior","B000000HRP","Jazz",1989,12.9,"Face Value",0.51803219920744
"4844","Face Value","B000002I8D","Pop",1989,5,"Unorthodox Behavior",0.51803219920744
"4845","Royal Scam","B000002PD8","Pop",1990,10.75,"Can't Buy a Thrill",0.51801708800501
"4846","Can't Buy a Thrill","B000002PD7","Pop",1990,8.99,"Royal Scam",0.51801708800501
"4847","Pod","B000002HB0","Alternative Rock",1992,54.99,"Last Splash",0.518009076648462
"4848","Last Splash","B000002HDG","Alternative Rock",1993,7.17,"Pod",0.518009076648462
"4849","Somewhere Over China","B000002PCV","Country",1987,7.35,"Riddles in the Sand",0.51795961653951
"4850","Riddles in the Sand","B000002PC1","Country",1987,7.27,"Somewhere Over China",0.51795961653951
"4851","Transmissions From the Satellite Heart","B000002ML7","Alternative Rock",1993,8.67,"Clouds Taste Metallic",0.517920300323428
"4852","Clouds Taste Metallic","B000002MYC","Alternative Rock",1995,8.85,"Transmissions From the Satellite Heart",0.517920300323428
"4853","Up for the Down Stroke","B000001FU9","Blues",1990,19.96,"Mothership Connection",0.517914544281798
"4854","Mothership Connection","B000001FCM","Blues",1990,23.96,"Up for the Down Stroke",0.517914544281798
"4855","Presto","B000002IOW","Pop",1989,5.57,"Different Stages",0.517831840502354
"4856","Different Stages","B00000DGV2","Rock",1998,33.49,"Presto",0.517831840502354
"4857","Wu-Tang Iron Flag","B00005T7YV","Rap & Hip-Hop",2001,8.7,"Liquid Swords",0.517534392188955
"4858","Liquid Swords","B000000OUJ","Rap & Hip-Hop",1995,10.99,"Wu-Tang Iron Flag",0.517534392188955
"4859","Mechanical Resonance","B000000OQ5","Pop",1989,7.25,"Great Radio Controversy",0.517511912681956
"4860","Great Radio Controversy","B000000ORE","Pop",1989,7.29,"Mechanical Resonance",0.517511912681956
"4861","Aretha Live at Fillmore West","B00000335L","Blues",1993,22.29,"Aretha in Paris",0.517335637533552
"4862","Aretha in Paris","B0000033FZ","Pop",1994,15.39,"Aretha Live at Fillmore West",0.517335637533552
"4863","Somethin Else","B000000IS5","Jazz",1992,6.99,"Mercy Mercy Mercy",0.517310984256828
"4864","Mercy Mercy Mercy","B000005GY5","Jazz",1995,10.23,"Somethin Else",0.517310984256828
"4865","What's Going on","B000001A5X","Blues",1994,3.99,"Let's Get It On [Deluxe Edition]",0.517179751280863
"4866","Let's Get It On [Deluxe Edition]","B00005O02R","Blues",2001,28.47,"What's Going on",0.517179751280863
"4867","Elton John's Greatest Hits, Volume 2","B000001DVR","Folk",1992,9.99,"Breaking Hearts",0.51714489477969
"4868","Breaking Hearts","B00002621U","Pop",1984,14.54,"Elton John's Greatest Hits, Volume 2",0.51714489477969
"4869","Breaking Hearts","B00008ZPDI","Other",2013,14.99,"Elton John's Greatest Hits, Volume 2",0.51714489477969
"4870","Young, Gifted and Black","B00000335M","Blues",1993,9.49,"So Damn Happy",0.517049587680432
"4871","So Damn Happy","B0000BXMZX","Blues",2003,12.99,"Young, Gifted and Black",0.517049587680432
"4872","Stadium Arcadium","B000EMGAOY","Alternative Rock",2006,11.88,"Blood Sugar Sex Magik",0.517034515192043
"4873","Blood Sugar Sex Magik","B000002LQR","Alternative Rock",1991,10.89,"Stadium Arcadium",0.517034515192043
"4874","Based on a True Story","B000003AGE","Pop",1997,13.78,"Bang Or Ball",0.516992307011194
"4875","Bang Or Ball","B00005RZWO","Rap & Hip-Hop",2001,25.56,"Based on a True Story",0.516992307011194
"4876","Wave","B000002G6J","Jazz",1989,11.95,"Abandoned Garden",0.516953083233265
"4877","Abandoned Garden","B000002N1D","Jazz",2012,13.02,"Wave",0.516953083233265
"4878","Power &amp; Glory","B000006YYM","Pop",2004,31.99,"In a Glass House",0.516726425322046
"4879","In a Glass House","B000053GTK","Pop",2004,9.49,"Power &amp; Glory",0.516726425322046
"4880","Playing the Fool: Official Live Gentle Giant","B000002R0O","Pop",1996,12.49,"Giant for a Day",0.516639947574676
"4881","Giant for a Day","B000002R0S","Pop",1995,9.49,"Playing the Fool: Official Live Gentle Giant",0.516639947574676
"4882","Tubular Bells 3","B00000DATR","Pop",1999,10.03,"Crises",0.516482967194297
"4883","Crises","B000000I0D","Rock",2000,7.99,"Tubular Bells 3",0.516482967194297
"4884","Somewhere I've Never Travelled","B00003TKGI","Pop",2000,9.49,"Ambrosia",0.516261193104719
"4885","Ambrosia","B00003TKGH","Pop",2000,7.99,"Somewhere I've Never Travelled",0.516261193104719
"4886","Recipe, The","B00000BIJY","Rap & Hip-Hop",2011,11.46,"Based on a True Story",0.516135857456627
"4887","Based on a True Story","B000003AGE","Pop",1997,13.78,"Recipe, The",0.516135857456627
"4888","Sweet Dreams Are Made of This","B0000CFXNP","Alternative Rock",2005,19,"Revenge",0.516116601518659
"4889","Revenge","B0000CFXNS","Alternative Rock",2005,9.99,"Sweet Dreams Are Made of This",0.516116601518659
"4890","Vulnerable","B000001ANM","Blues",1997,35.97,"The Best of Marvin Gaye Motown Anthology Series",0.51611199590132
"4891","The Hurting","B000001F38","Alternative Rock",1990,8.99,"Tears for Fears - Tears Roll Down: Greatest Hits 82-92",0.515934763683438
"4892","Tears for Fears - Tears Roll Down: Greatest Hits 82-92","B000001DU5","Alternative Rock",2003,15.02,"The Hurting",0.515934763683438
"4893","Sunday 8 Pm","B00000BKJ1","Pop",1998,9.99,"Outrospective",0.515859811862799
"4894","Outrospective","B00005LN6L","Pop",2001,9.99,"Sunday 8 Pm",0.515859811862799
"4895","Love &amp; Consequences","B000007SBF","Blues",1998,7.25,"Levert Sweat Gill",0.51582613189098
"4896","Levert Sweat Gill","B000002HRC","Blues",1997,4.99,"Love &amp; Consequences",0.51582613189098
"4897","Breaking Hearts","B00002621U","Pop",1984,14.54,"21 At 33",0.515774740304199
"4898","Breaking Hearts","B00008ZPDI","Other",2013,14.99,"21 At 33",0.515774740304199
"4899","21 At 33","B000002PBF","Other",2007,12.25,"Breaking Hearts",0.515774740304199
"4900","Spirit in the Dark","B00000335K","Blues",1993,16.56,"Hey Now Hey The Other Side Of The Sky",0.515726220751029
"4901","Train a Comin","B000002NAV","Country",1997,7.98,"Revolution Starts Now",0.515642616645348
"4902","Revolution Starts Now","B0002IQHV6","Alternative Rock",2004,9.09,"Train a Comin",0.515642616645348
"4903","Joan Baez - Greatest Hits","B000002G50","Country",1996,10,"Joan Baez 2",0.515582473303058
"4904","Joan Baez 2","B000000EDW","Folk",1995,9.49,"Joan Baez - Greatest Hits",0.515582473303058
"4905","Talking Book","B00004S36A","Rock",2000,15.47,"Hotter Than July",0.515256253694041
"4906","Hotter Than July","B000001AJO","Rock",1992,8.99,"Talking Book",0.515256253694041
"4907","Movin Melodies","B000021XRD","Pop",1999,11.18,"Addicted to Music",0.515251375927739
"4908","Addicted to Music","B00009L53W","Pop",2004,5.99,"Movin Melodies",0.515251375927739
"4909","Reg Strikes Back","B0000089FS","Other",2001,17.42,"Breaking Hearts",0.51508483023154
"4910","Breaking Hearts","B00002621U","Pop",1984,14.54,"Reg Strikes Back",0.51508483023154
"4911","Breaking Hearts","B00008ZPDI","Other",2013,14.99,"Reg Strikes Back",0.51508483023154
"4912","No Diggity: The Very Best of Blackstreet","B000083JWH","Blues",2003,11.18,"Finally",0.515052062274614
"4913","Finally","B00000IFT0","Blues",1999,9.49,"No Diggity: The Very Best of Blackstreet",0.515052062274614
"4914","Woman I Am","B000002LM7","Blues",1992,9.49,"Naughty",0.515028359095847
"4915","Naughty","B000007NCE","Pop",1998,9.49,"Woman I Am",0.515028359095847
"4916","Spirit in the Dark","B00000335K","Blues",1993,16.56,"Aretha Live at Fillmore West",0.514934388875627
"4917","Aretha Live at Fillmore West","B00000335L","Blues",1993,22.29,"Spirit in the Dark",0.514934388875627
"4918","Made Man","B00000G4NZ","Rap & Hip-Hop",1999,11.49,"Ghetto D",0.514898382634877
"4919","Ghetto D","B000003AG8","Rap & Hip-Hop",1997,12.49,"Made Man",0.514898382634877
"4920","Forever Diana","B000001AKT","Blues",1993,51.14,"Anthology",0.514760647597569
"4921","Anthology","B000001A8T","Blues",1995,21.99,"Forever Diana",0.514760647597569
"4922","Somethin Else","B000000IS5","Jazz",1992,6.99,"Know What I Mean 20 Bit Mastering",0.514742134950217
"4923","Guilty","B0000025JT","Pop",1988,7.98,"A Star Is Born 1976 Film",0.514723890256014
"4924","Popaganda","B000FIMG90","Alternative Rock",2006,4.79,"Decadence",0.514678176527682
"4925","Decadence","B0002IQIZ6","Alternative Rock",2004,1.99,"Popaganda",0.514678176527682
"4926","Unimaginable Life","B000002BRB","Pop",1997,9.99,"Leap of Faith",0.514654052785393
"4927","Leap of Faith","B00000273U","Pop",1991,4.99,"Unimaginable Life",0.514654052785393
"4928","So Natural","B00000742O","Pop",1999,9.99,"Lisa Lisa And Cult Jam With Full Force",0.51464886920166
"4929","Lisa Lisa And Cult Jam With Full Force","B000002652","Pop",2009,11.98,"So Natural",0.51464886920166
"4930","Harvest for the World","B00005NKKR","Blues",2001,9.21,"Givin It Back",0.514621164104704
"4931","Givin It Back","B000002AIB","Blues",1997,6.99,"Harvest for the World",0.514621164104704
"4932","Harry Nilsson - All-Time Greatest Hits","B000002WD4","Folk",1990,26.87,"A Little Touch of Schmilsson in the Night",0.51458823983855
"4933","A Little Touch of Schmilsson in the Night","B000002W5F","Jazz",1990,29.12,"Harry Nilsson - All-Time Greatest Hits",0.51458823983855
"4934","Orange Blossom Special","B0000636UU","Country",2014,12.47,"American Recordings",0.514315600160855
"4935","American Recordings","B000009QPA","Country",1998,9.49,"Orange Blossom Special",0.514315600160855
"4936","Living &amp; Dying in 3/4 Time","B000002PBH","Country",1989,7.5,"Fruitcakes",0.514091296255715
"4937","Fruitcakes","B000002OS8","Country",1994,18.98,"Living &amp; Dying in 3/4 Time",0.514091296255715
"4938","Songs for a Tailor","B00000769W","Rock",1999,18.72,"Harmony Row",0.513930618820909
"4939","Harmony Row","B000008DU3","Pop",1990,9.49,"Songs for a Tailor",0.513930618820909
"4940","Three Friends","B0000024ZC","Pop",NA,31.4,"Interview",0.513885687756604
"4941","Interview","B000002R0P","Pop",1995,29.9,"Three Friends",0.513885687756604
"4942","Three Friends","B0000024ZC","Pop",NA,31.4,"Giant for a Day",0.513856474342195
"4943","Giant for a Day","B000002R0S","Pop",1995,9.49,"Three Friends",0.513856474342195
"4944","George Benson Cookbook","B00005IBGM","Jazz",2001,19.99,"Beyond Blue Horizon",0.51385373821403
"4945","Beyond Blue Horizon","B000002AGW","Jazz",1997,6.99,"George Benson Cookbook",0.51385373821403
"4946","War Babies","B00000G6HL","Rock",1998,8.99,"Rock N Soul Part 1",0.513812291443583
"4947","Rock N Soul Part 1","B000CNE128","Alternative Rock",2006,9.99,"War Babies",0.513812291443583
"4948","Krs-One","B00000052Y","Pop",1995,12.99,"I Got Next",0.513751520625085
"4949","I Got Next","B00000054H","Pop",1997,13.08,"Krs-One",0.513751520625085
"4950","Singles 45's and under","B000002GE7","Alternative Rock",2006,10.14,"Cool for Cats",0.513654647152197
"4951","Cool for Cats","B000002GBL","Alternative Rock",1995,9.49,"Singles 45's and under",0.513654647152197
"4952","Super Tight","B00000050N","Rap & Hip-Hop",1994,9.99,"Dirty Money",0.513527804226304
"4953","Dirty Money","B00002EPH8","Rap & Hip-Hop",2001,10.27,"Super Tight",0.513527804226304
"4954","The Yin and The Yang","B00005APZM","Rap & Hip-Hop",2001,10.36,"Pillage",0.513446460731986
"4955","Pillage","B0000062GC","Blues",1998,8.99,"The Yin and The Yang",0.513446460731986
"4956","Jump Up","B000002OJ5","Other",1992,4.87,"Elton John - Greatest Hits 1976-1986",0.513429632222765
"4957","Elton John - Greatest Hits 1976-1986","B000002OMJ","Folk",1992,7.72,"Jump Up",0.513429632222765
"4958","Aretha in Paris","B0000033FZ","Pop",1994,15.39,"The Very Best of Aretha Franklin: Vol.2 The 70's",0.513107637284626
"4959","Winner Takes All","B0000025GR","Blues",1989,15.94,"Givin It Back",0.513054217127153
"4960","Givin It Back","B000002AIB","Blues",1997,6.99,"Winner Takes All",0.513054217127153
"4961","Wave","B000002G6J","Jazz",1989,11.95,"Getz Plays Jobim: The Girl From Ipanema",0.512991294368829
"4962","Getz Plays Jobim: The Girl From Ipanema","B00005UVV5","Jazz",2002,12.58,"Wave",0.512991294368829
"4963","Live At The Village Vanguard: The Master Takes","B0000065KK","Jazz",1998,4.95,"Ascension",0.512842303543379
"4964","Ascension","B00004TA40","Jazz",2000,28.54,"Live At The Village Vanguard: The Master Takes",0.512842303543379
"4965","Hundred Miles Off","B000F3AB1U","Alternative Rock",2006,12.49,"Everyone Who Pretended to Like Me Is Gone",0.512769187773017
"4966","Everyone Who Pretended to Like Me Is Gone","B0000634II","Alternative Rock",2009,9.36,"Hundred Miles Off",0.512769187773017
"4967","Soul 69","B00000335I","Blues",1993,10,"Aretha Arrives",0.512636223418321
"4968","Aretha Arrives","B00000331N","Blues",1993,9.49,"Soul 69",0.512636223418321
"4969","Trailer Park","B000003RSF","Alternative Rock",1997,6.99,"Pass in Time: The Definitive Collection",0.512446274802866
"4970","Pass in Time: The Definitive Collection","B0000CBIUF","Alternative Rock",2003,25.93,"Trailer Park",0.512446274802866
"4971","Mind How You Go","B000GGSMJ4","Alternative Rock",2006,6.99,"Charango",0.512420085220358
"4972","Charango","B000068OSP","Alternative Rock",2002,9.49,"Mind How You Go",0.512420085220358
"4973","Songs from the West Coast","B00005NZDW","Folk",2001,8.85,"Elton John - Greatest Hits 1976-1986",0.512371980330529
"4974","Elton John - Greatest Hits 1976-1986","B000002OMJ","Folk",1992,7.72,"Songs from the West Coast",0.512371980330529
"4975","Paul Simon in Concert: Live Rhymin'","B000002LBX","Folk",1990,10.11,"Bridge Over Troubled Water",0.512128518319852
"4976","Bridge Over Troubled Water","B0000024UX","Folk",1990,12.22,"Paul Simon in Concert: Live Rhymin'",0.512128518319852
"4977","The Freedom Sessions [EP] [ENHANCED CD]","B000002VP3","Alternative Rock",1995,4.7,"Afterglow Live CD/DVD",0.512088717478347
"4978","We Are the Streets","B0000457EA","Rap & Hip-Hop",2000,11.08,"Kiss the Game Goodbye",0.511929837108154
"4979","Kiss the Game Goodbye","B00005AKC0","Rap & Hip-Hop",2001,10.81,"We Are the Streets",0.511929837108154
"4980","The Invisible Band","B00005JGI6","Alternative Rock",2001,15.25,"Good Feeling",0.511848909122855
"4981","Good Feeling","B000002BZD","Alternative Rock",1997,6.99,"The Invisible Band",0.511848909122855
"4982","Southern By the Grace of God","B000002O8D","Pop",1989,5,"Second Helping",0.511803111409824
"4983","Second Helping","B000002O05","Pop",1988,19.99,"Southern By the Grace of God",0.511803111409824
"4984","Prince","B000002KKN","Pop",2008,5.99,"Parade: Music from the Motion Picture &quot;Under the Cherry Moon&quot;",0.511741203705584
"4985","Parade: Music from the Motion Picture &quot;Under the Cherry Moon&quot;","B000002L9B","Alternative Rock",1986,7.04,"Prince",0.511741203705584
"4986","Evening With","B000001AFH","Blues",1992,15.49,"Diana Ross",0.511682627484114
"4987","Diana Ross","B000001AFY","Blues",1992,15.49,"Evening With",0.511682627484114
"4988","Diana Ross","B000063BOJ","Pop",2002,13.48,"Evening With",0.511682627484114
"4989","Power &amp; Glory","B000006YYM","Pop",2004,31.99,"Missing Piece",0.511624702981314
"4990","Missing Piece","B000002R0R","Pop",1996,9.49,"Power &amp; Glory",0.511624702981314
"4991","Slaves &amp; Masters","B000007NZO","Pop",1990,11.9,"Burn",0.511531922528079
"4992","Burn","B0007ZEO4G","Pop",2005,8.53,"Slaves &amp; Masters",0.511531922528079
"4993","Ride Wit Us Or Collide Wit Us","B00005171L","Rap & Hip-Hop",2001,4.99,"Outlaw 4 Life: 2005 A.P",0.511514928798635
"4994","Outlaw 4 Life: 2005 A.P","B0007W7H84","Rap & Hip-Hop",2005,9.99,"Ride Wit Us Or Collide Wit Us",0.511514928798635
"4995","Jump Up","B000002OJ5","Other",1992,4.87,"Breaking Hearts",0.511478368749505
"4996","Breaking Hearts","B00002621U","Pop",1984,14.54,"Jump Up",0.511478368749505
"4997","Breaking Hearts","B00008ZPDI","Other",2013,14.99,"Jump Up",0.511478368749505
"4998","Elton John - Greatest Hits 1976-1986","B000002OMJ","Folk",1992,7.72,"Elton John - Greatest Hits",0.51142408452252
"4999","Elton John - Greatest Hits","B000001DVP","Folk",1992,7.08,"Elton John - Greatest Hits 1976-1986",0.51142408452252
"5000","White Sport Coat &amp; Pink Crustacean","B000002PBW","Country",1987,7.39,"Fruitcakes",0.511403628216703
"5001","Fruitcakes","B000002OS8","Country",1994,18.98,"White Sport Coat &amp; Pink Crustacean",0.511403628216703
"5002","At Folsom Prison","B000028U0Y","Country",1999,9.99,"American IV: The Man Comes Around",0.511316981506313
"5003","American IV: The Man Comes Around","B00006L7XQ","Folk",2013,10.87,"At Folsom Prison",0.511316981506313
"5004","Stay On These Roads","B000002LEO","Alternative Rock",2010,13.98,"East of the Sun West of the Moon",0.511158178481333
"5005","East of the Sun West of the Moon","B000006SA4","Alternative Rock",1995,13.18,"Stay On These Roads",0.511158178481333
"5006","Home Cookin'","B0002IQ9RS","Blues",2004,16.68,"Back at the Chicken Shack",0.51112822984514
"5007","Back at the Chicken Shack","B000005H4M","Blues",1990,13.7,"Home Cookin'",0.51112822984514
"5008","Somewhere I've Never Travelled","B00003TKGI","Pop",2000,9.49,"Life Beyond L.A.",0.510984453174287
"5009","Life Beyond L.A.","B00003TKGJ","Pop",2000,9.49,"Somewhere I've Never Travelled",0.510984453174287
"5010","Mack 10","B000003B3T","Pop",1995,13.62,"Bang Or Ball",0.510666763779645
"5011","Bang Or Ball","B00005RZWO","Rap & Hip-Hop",2001,25.56,"Mack 10",0.510666763779645
"5012","Joan Baez 2","B000000EDW","Folk",1995,9.49,"In Concert 2",0.510589837536596
"5013","In Concert 2","B000000EE4","Folk",1990,9.49,"Joan Baez 2",0.510589837536596
"5014","Boggy Depot","B0000062GR","Alternative Rock",1998,5.69,"Alice in Chains",0.510546381007979
"5015","Alice in Chains","B000002B8A","Alternative Rock",1995,12.15,"Boggy Depot",0.510546381007979
"5016","First Take","B000002J5S","Blues",1995,11.3,"Chapter Two",0.510546314000262
"5017","Chapter Two","B000002I60","Blues",1992,6.99,"First Take",0.510546314000262
"5018","Volcano","B000002NZR","Country",1988,7.39,"Last Mango in Paris",0.510372166289131
"5019","Last Mango in Paris","B000002PCM","Country",1987,12.11,"Volcano",0.510372166289131
"5020","Test for Echo","B000002JAI","Pop",1996,14.99,"Roll the Bones",0.510348707661585
"5021","Roll the Bones","B000002IRM","Pop",1991,14.04,"Test for Echo",0.510348707661585
"5022","Ultimate Survivor","B0002DD69W","Pop",2004,15.28,"The Best Of Survivor",0.510302424843064
"5023","The Best Of Survivor","B000FDFRX2","Pop",2006,7.98,"Ultimate Survivor",0.510302424843064
"5024","The Complete Thom Bell Sessions","B000002PFC","Pop",1990,9.99,"21 At 33",0.5102175530937
"5025","21 At 33","B000002PBF","Other",2007,12.25,"The Complete Thom Bell Sessions",0.5102175530937
"5026","Late for the Sky","B000002GXU","Folk",1990,16.44,"Jackson Browne Saturate Before Using",0.51017178853526
"5027","U Gotta Feel Me","B0001MDPQ8","Rap & Hip-Hop",2004,12.99,"I Need Mine",0.510121057212596
"5028","I Need Mine","B000JFY0AC","Rap & Hip-Hop",2007,11.49,"U Gotta Feel Me",0.510121057212596
"5029","Test for Echo","B000002JAI","Pop",1996,14.99,"Rush in Rio",0.510072385746013
"5030","Rush in Rio","B0000C0FJB","Pop",2004,26.99,"Test for Echo",0.510072385746013
"5031","Irresistible Bliss","B000002N56","Alternative Rock",1996,9.49,"El Oso",0.50985467103212
"5032","El Oso","B00000AG9H","Alternative Rock",1998,9.49,"Irresistible Bliss",0.50985467103212
"5033","Wild Planet","B000002KLM","Alternative Rock",1990,7.64,"B-52's",0.509815230959865
"5034","B-52's","B000002KKD","Alternative Rock",1989,6.46,"Wild Planet",0.509815230959865
"5035","Brian McKnight","B000001G0Q","Blues",1992,29.99,"Anytime",0.509737007264441
"5036","Anytime","B000001EWU","Blues",1997,5,"Brian McKnight",0.509737007264441
"5037","Leather Jackets","B000002OJ4","Pop",2007,14.98,"Duets",0.509732560231457
"5038","Duets","B000002OQ6","Pop",1993,7.99,"Leather Jackets",0.509732560231457
"5039","Ryde Or Die 3","B00005RTDJ","Rap & Hip-Hop",2001,21.64,"Ruff Ryders 2",0.509522628922384
"5040","Ruff Ryders 2","B00004S5EF","Rap & Hip-Hop",2000,10.19,"Ryde Or Die 3",0.509522628922384
"5041","Satanic Panic in the Attic","B0001LYEVY","Alternative Rock",2004,13.05,"Hissing Fauna Are You the Destroyer",0.509410201043496
"5042","Hissing Fauna Are You the Destroyer","B000KWZ94U","Alternative Rock",2007,12.72,"Satanic Panic in the Attic",0.509410201043496
"5043","Stoned Raiders","B00005S8HB","Rap & Hip-Hop",2001,11.99,"Black Sunday",0.509274333477942
"5044","Black Sunday","B00000295Y","Rap & Hip-Hop",1993,7.98,"Stoned Raiders",0.509274333477942
"5045","Word of Mouf","B00005R8EL","Rap & Hip-Hop",2001,12.11,"Golden Grain",0.509152201648181
"5046","Golden Grain","B00006GF98","Rap & Hip-Hop",2002,3.7,"Word of Mouf",0.509152201648181
"5047","I Feel Alright","B000002N61","Country",1996,9.49,"Copperhead Road",0.509143690660488
"5048","Copperhead Road","B000001BZT","Country",1988,8,"I Feel Alright",0.509143690660488
"5049","Wowee Zowee: Sordid Sentinels Edition","B000IOMXXA","Alternative Rock",2006,18.47,"Brighten The Corners",0.508988689567242
