"","asin","Alternative Rock","Blues","Country","Folk","Jazz","Other","Pop","Rap & Hip-Hop","Rock"
"1476","B000009QMN",0,0,0,0,0,0,1,0,0
"1477","B000009QO1",0,0,0,0,0,0,0,1,0
"1478","B000009QPA",0,0,1,0,0,0,0,0,0
"1479","B000009S33",0,0,1,0,0,0,0,0,0
"1480","B000009S3Z",0,0,0,0,0,0,1,0,0
"1481","B00000A6JS",0,0,0,0,0,1,0,0,0
"1482","B00000ADG2",0,0,0,0,0,0,0,1,0
"1483","B00000ADL2",0,1,0,0,0,0,0,0,0
"1484","B00000AEDW",0,0,0,0,0,0,1,0,0
"1485","B00000AEFF",1,0,0,0,0,0,0,0,0
"1486","B00000AETS",1,0,0,0,0,0,0,0,0
"1487","B00000AFAC",0,1,0,0,0,0,0,0,0
"1488","B00000AFAZ",1,0,0,0,0,0,0,0,0
"1489","B00000AFF9",0,0,0,0,0,0,0,1,0
"1490","B00000AFFF",1,0,0,0,0,0,0,0,0
"1491","B00000AFFP",0,0,0,0,1,0,0,0,0
"1492","B00000AFHM",1,0,0,0,0,0,0,0,0
"1493","B00000AFSZ",0,0,0,0,1,0,0,0,0
"1494","B00000AG8D",0,0,0,0,0,0,1,0,0
"1495","B00000AG8V",0,0,0,0,1,0,0,0,0
"1496","B00000AG9C",0,1,0,0,0,0,0,0,0
"1497","B00000AG9H",1,0,0,0,0,0,0,0,0
"1498","B00000AGA0",0,0,0,0,0,0,1,0,0
"1499","B00000AGMC",0,0,0,0,0,0,0,1,0
"1500","B00000AW34",0,0,0,0,0,0,0,1,0
"1501","B00000BIJY",0,0,0,0,0,0,0,1,0
"1502","B00000BKI4",1,0,0,0,0,0,0,0,0
"1503","B00000BKJ1",0,0,0,0,0,0,1,0,0
"1504","B00000C3ZQ",1,0,0,0,0,0,0,0,0
"1505","B00000D9TH",0,1,0,0,0,0,0,0,0
"1506","B00000D9TQ",0,0,0,0,0,0,1,0,0
"1507","B00000D9VL",0,0,0,0,0,0,1,0,0
"1508","B00000D9W1",0,0,0,0,0,0,1,0,0
"1509","B00000D9WI",0,0,0,0,0,0,0,1,0
"1510","B00000DAI6",0,0,1,0,0,0,0,0,0
"1511","B00000DAMC",1,0,0,0,0,0,0,0,0
"1512","B00000DATR",0,0,0,0,0,0,1,0,0
"1513","B00000DBXY",0,0,0,0,0,0,1,0,0
"1514","B00000DC10",1,0,0,0,0,0,0,0,0
"1515","B00000DCHG",0,0,0,1,0,0,0,0,0
"1516","B00000DCHH",0,0,0,1,0,0,0,0,0
"1517","B00000DCHL",0,0,0,0,0,0,1,0,0
"1518","B00000DCHR",1,0,0,0,0,0,0,0,0
"1519","B00000DCUM",0,0,0,0,0,0,0,1,0
"1520","B00000DF6K",0,0,1,0,0,0,0,0,0
"1521","B00000DFFQ",1,0,0,0,0,0,0,0,0
"1522","B00000DFFZ",1,0,0,0,0,0,0,0,0
"1523","B00000DFRS",0,0,0,0,0,0,1,0,0
"1524","B00000DFRV",0,0,0,0,0,0,1,0,0
"1525","B00000DFS3",0,0,0,0,0,0,0,1,0
"1526","B00000DG18",0,0,0,0,0,0,0,1,0
"1527","B00000DGUG",1,0,0,0,0,0,0,0,0
"1528","B00000DGV2",0,0,0,0,0,0,0,0,1
"1529","B00000DHSH",0,1,0,0,0,0,0,0,0
"1530","B00000DHZJ",0,0,0,0,0,0,1,0,0
"1531","B00000DHZO",0,0,0,0,0,0,0,1,0
"1532","B00000DLVA",1,0,0,0,0,0,0,0,0
"1533","B00000DQSE",0,0,0,0,0,0,1,0,0
"1534","B00000DQSF",0,0,0,1,0,0,0,0,0
"1535","B00000DR7P",1,0,0,0,0,0,0,0,0
"1536","B00000DR8R",1,0,0,0,0,0,0,0,0
"1537","B00000DRAH",0,1,0,0,0,0,0,0,0
"1538","B00000DRDD",1,0,0,0,0,0,0,0,0
"1539","B00000DS04",0,1,0,0,0,0,0,0,0
"1540","B00000DS0A",0,1,0,0,0,0,0,0,0
"1541","B00000DS0Z",0,1,0,0,0,0,0,0,0
"1542","B00000DS2N",0,1,0,0,0,0,0,0,0
"1543","B00000DTIF",1,0,0,0,0,0,0,0,0
"1544","B00000E9OE",0,0,0,1,0,0,0,0,0
"1545","B00000F1CY",1,0,0,0,0,0,0,0,0
"1546","B00000FC5H",0,1,0,0,0,0,0,0,0
"1547","B00000FCBH",0,0,0,0,0,0,1,0,0
"1548","B00000FDHE",0,0,0,0,0,0,0,1,0
"1549","B00000FDJX",0,0,0,0,0,0,0,1,0
"1550","B00000G1G9",1,0,0,0,0,0,0,0,0
"1551","B00000G3WW",0,0,0,0,0,0,1,0,0
"1552","B00000G3WX",0,0,0,0,0,0,1,0,0
"1553","B00000G3WZ",0,0,0,0,0,0,1,0,0
"1554","B00000G3X0",0,0,0,0,0,0,1,0,0
"1555","B00000G3X4",0,0,0,0,0,0,0,1,0
"1556","B00000G3X7",0,0,0,0,0,0,0,1,0
"1557","B00000G4NZ",0,0,0,0,0,0,0,1,0
"1558","B00000G4SD",0,0,0,0,1,0,0,0,0
"1559","B00000G6HL",0,0,0,0,0,0,0,0,1
"1560","B00000G6TP",0,0,0,1,0,0,0,0,0
"1561","B00000GBZ0",0,1,0,0,0,0,0,0,0
"1562","B00000GUZP",1,0,0,0,0,0,0,0,0
"1563","B00000HXSE",1,0,0,0,0,0,0,0,0
"1564","B00000HY5E",0,0,0,0,0,0,1,0,0
"1565","B00000HZFH",1,0,0,0,0,0,0,0,0
"1566","B00000HZG9",0,0,0,0,0,0,0,1,0
"1567","B00000I0OT",0,1,0,0,0,0,0,0,0
"1568","B00000I0RM",0,0,0,0,1,0,0,0,0
"1569","B00000I25M",0,0,0,0,0,0,1,0,0
"1570","B00000I2PG",1,0,0,0,0,0,0,0,0
"1571","B00000I3ZO",0,1,0,0,0,0,0,0,0
"1572","B00000I3ZU",1,0,0,0,0,0,0,0,0
"1573","B00000I41G",0,0,0,0,1,0,0,0,0
"1574","B00000I6MK",1,0,0,0,0,0,0,0,0
"1575","B00000I7K7",0,0,0,0,0,0,0,1,0
"1576","B00000I85P",1,0,0,0,0,0,0,0,0
"1577","B00000I8KE",0,0,0,0,0,0,1,0,0
"1578","B00000I8S6",1,0,0,0,0,0,0,0,0
"1579","B00000I8T5",0,0,0,0,0,0,0,1,0
"1580","B00000I8UI",0,0,0,0,1,0,0,0,0
"1581","B00000I926",0,0,0,0,0,0,0,1,0
"1582","B00000I9MK",1,0,0,0,0,0,0,0,0
"1583","B00000IAU3",0,0,0,1,0,0,0,0,0
"1584","B00000ICLO",1,0,0,0,0,0,0,0,0
"1585","B00000IFNQ",0,0,0,0,0,0,0,1,0
"1586","B00000IFT0",0,1,0,0,0,0,0,0,0
"1587","B00000IFT1",0,0,0,0,0,0,0,1,0
"1588","B00000IFTH",0,0,0,0,0,1,0,0,0
"1589","B00000IFUI",0,0,0,0,0,0,0,1,0
"1590","B00000IFW1",1,0,0,0,0,0,0,0,0
"1591","B00000IGQU",1,0,0,0,0,0,0,0,0
"1592","B00000IIWW",0,1,0,0,0,0,0,0,0
"1593","B00000IJCV",0,0,0,0,0,0,1,0,0
"1594","B00000IL0L",1,0,0,0,0,0,0,0,0
"1595","B00000IL0N",0,0,0,0,0,0,1,0,0
"1596","B00000IL0O",1,0,0,0,0,0,0,0,0
"1597","B00000ILY5",0,0,0,0,1,0,0,0,0
"1598","B00000IMGM",0,0,0,0,0,0,0,1,0
"1599","B00000IO83",0,0,0,0,0,0,1,0,0
"1600","B00000IONU",1,0,0,0,0,0,0,0,0
"1601","B00000IOSU",1,0,0,0,0,0,0,0,0
"1602","B00000IP8G",0,0,0,0,0,0,1,0,0
"1603","B00000IPAC",0,0,0,0,0,0,1,0,0
"1604","B00000IPOM",0,0,0,0,0,0,1,0,0
"1605","B00000IWUJ",0,0,0,0,0,0,1,0,0
"1606","B00000J2PJ",0,0,0,1,0,0,0,0,0
"1607","B00000J2RG",0,0,0,0,0,0,1,0,0
"1608","B00000J2SK",0,0,0,0,0,0,0,1,0
"1609","B00000J5XB",0,0,0,0,0,0,1,0,0
"1610","B00000J7A2",1,0,0,0,0,0,0,0,0
"1611","B00000J7AQ",0,0,1,0,0,0,0,0,0
"1612","B00000J7JO",1,0,0,0,0,0,0,0,0
"1613","B00000J7OA",0,0,0,0,0,0,0,1,0
"1614","B00000J7S9",1,0,0,0,0,0,0,0,0
"1615","B00000J7SR",1,0,0,0,0,0,0,0,0
"1616","B00000J8EK",0,0,0,0,0,0,1,0,0
"1617","B00000JBFX",0,0,0,0,0,0,1,0,0
"1618","B00000JC68",0,0,0,0,1,0,0,0,0
"1619","B00000JC6C",1,0,0,0,0,0,0,0,0
"1620","B00000JHAR",1,0,0,0,0,0,0,0,0
"1621","B00000JHCL",0,0,0,1,0,0,0,0,0
"1622","B00000JHD7",0,0,0,0,0,0,0,1,0
"1623","B00000JJM0",0,0,0,0,0,0,1,0,0
"1624","B00000JJN2",0,0,0,0,0,0,1,0,0
"1625","B00000JKH2",1,0,0,0,0,0,0,0,0
"1626","B00000JMCL",0,0,1,0,0,0,0,0,0
"1627","B00000JMIQ",1,0,0,0,0,0,0,0,0
"1628","B00000JMK8",0,0,0,0,1,0,0,0,0
"1629","B00000JNJD",1,0,0,0,0,0,0,0,0
"1630","B00000JNNY",0,1,0,0,0,0,0,0,0
"1631","B00000JNOJ",0,1,0,0,0,0,0,0,0
"1632","B00000JQFI",0,0,0,0,0,0,1,0,0
"1633","B00000JQZ3",1,0,0,0,0,0,0,0,0
"1634","B00000JS9V",0,0,0,0,0,0,1,0,0
"1635","B00000JT3K",0,0,0,0,0,0,1,0,0
"1636","B00000JT4T",0,0,0,0,0,0,0,1,0
"1637","B00000JWQH",0,0,0,0,0,0,0,1,0
"1638","B00000JXSA",1,0,0,0,0,0,0,0,0
"1639","B00000JY7R",0,0,0,0,0,0,0,1,0
"1640","B00000JY9N",0,0,0,0,0,0,1,0,0
"1641","B00000JY9X",0,0,1,0,0,0,0,0,0
"1642","B00000JYTS",0,0,1,0,0,0,0,0,0
"1643","B00000K073",0,1,0,0,0,0,0,0,0
"1644","B00000K26Y",0,0,0,0,0,0,0,1,0
"1645","B00000K29Z",1,0,0,0,0,0,0,0,0
"1646","B00000K2W4",0,0,1,0,0,0,0,0,0
"1647","B00000K3GK",0,0,0,0,0,0,0,1,0
"1648","B00000K3W3",0,0,0,0,0,0,0,1,0
"1649","B00000K4GL",0,1,0,0,0,0,0,0,0
"1650","B00000K51T",0,0,0,0,0,0,0,1,0
"1651","B00000K53Y",1,0,0,0,0,0,0,0,0
"1652","B00000K5AI",0,0,0,0,0,0,1,0,0
"1653","B00000K5AK",0,0,0,0,1,0,0,0,0
"1654","B00001IVJS",1,0,0,0,0,0,0,0,0
"1655","B00001IVOV",0,0,0,0,0,0,0,1,0
"1656","B00001NTRA",0,0,0,0,0,0,0,1,0
"1657","B00001OH7M",1,0,0,0,0,0,0,0,0
"1658","B00001P4OP",1,0,0,0,0,0,0,0,0
"1659","B00001QGLB",0,1,0,0,0,0,0,0,0
"1660","B00001QGOW",1,0,0,0,0,0,0,0,0
"1661","B00001QGPS",0,0,0,0,0,0,0,1,0
"1662","B00001QGQI",0,0,0,1,0,0,0,0,0
"1663","B00001SIES",1,0,0,0,0,0,0,0,0
"1664","B00001SVM3",1,0,0,0,0,0,0,0,0
"1665","B00001T3C0",1,0,0,0,0,0,0,0,0
"1666","B00001T3FD",0,0,0,0,0,0,1,0,0
"1667","B00001WRL3",0,0,1,0,0,0,0,0,0
"1668","B00001WRO7",0,0,0,1,0,0,0,0,0
"1669","B00002067T",0,0,1,0,0,0,0,0,0
"1670","B000021XRD",0,0,0,0,0,0,1,0,0
"1671","B000021XS9",1,0,0,0,0,0,0,0,0
"1672","B000021XSC",0,0,0,0,0,0,0,1,0
"1673","B000021YQV",0,0,0,0,0,0,1,0,0
"1674","B000023VR6",0,0,0,0,0,0,0,1,0
"1675","B0000242OP",0,0,0,0,0,0,1,0,0
"1676","B0000248ND",1,0,0,0,0,0,0,0,0
"1677","B00002621U",0,0,0,0,0,0,1,0,0
"1678","B000026HWR",0,0,0,1,0,0,0,0,0
"1679","B00002759W",0,0,0,0,0,0,1,0,0
"1680","B000028TV7",1,0,0,0,0,0,0,0,0
"1681","B000028U0Y",0,0,1,0,0,0,0,0,0
"1682","B0000296VG",0,0,0,0,1,0,0,0,0
"1683","B00002DE4E",1,0,0,0,0,0,0,0,0
"1684","B00002EPH8",0,0,0,0,0,0,0,1,0
"1685","B00002MJYK",0,0,0,0,1,0,0,0,0
"1686","B00002MU53",0,0,0,0,0,0,0,0,1
"1687","B00002MYVJ",0,0,0,0,0,0,0,1,0
"1688","B00002MZ24",0,1,0,0,0,0,0,0,0
"1689","B00002MZ2C",1,0,0,0,0,0,0,0,0
"1690","B00002MZ4W",1,0,0,0,0,0,0,0,0
"1691","B00002S5DF",0,0,0,0,0,0,0,1,0
"1692","B00002ZZJF",0,0,0,0,0,0,0,1,0
"1693","B000030029",0,0,0,1,0,0,0,0,0
"1694","B00003002C",0,0,0,0,0,0,1,0,0
"1695","B000031X1J",0,0,0,0,0,0,0,1,0
"1696","B000031XCY",0,0,0,0,0,0,0,1,0
"1697","B000034CV5",0,0,0,0,0,1,0,0,0
"1698","B000034D0D",0,1,0,0,0,0,0,0,0
"1699","B000034DJ1",0,0,0,0,0,1,0,0,0
"1700","B000035X1M",0,0,0,0,0,0,1,0,0
"1701","B000035X1N",0,0,0,0,0,0,0,1,0
"1702","B000035X7C",1,0,0,0,0,0,0,0,0
"1703","B000038IDE",0,0,0,0,0,0,0,1,0
"1704","B000038IDJ",0,0,0,0,0,0,0,1,0
"1705","B000038IDT",0,0,0,0,0,0,0,1,0
"1706","B00003IE26",0,0,0,0,0,0,0,1,0
"1707","B00003L1W4",0,0,0,0,0,0,1,0,0
"1708","B00003NHAR",0,0,0,0,0,0,0,1,0
"1709","B00003Q025",1,0,0,0,0,0,0,0,0
"1710","B00003TKGH",0,0,0,0,0,0,1,0,0
"1711","B00003TKGI",0,0,0,0,0,0,1,0,0
"1712","B00003TKGJ",0,0,0,0,0,0,1,0,0
"1713","B00003W1QG",0,0,0,0,0,0,1,0,0
"1714","B00003XB5V",0,0,0,0,1,0,0,0,0
"1715","B000040OVH",0,0,0,1,0,0,0,0,0
"1716","B000044U2H",1,0,0,0,0,0,0,0,0
"1717","B0000457EA",0,0,0,0,0,0,0,1,0
"1718","B0000457F7",0,0,0,0,0,0,1,0,0
"1719","B0000457IU",0,1,0,0,0,0,0,0,0
"1720","B000046PUW",0,0,0,0,0,0,1,0,0
"1721","B000046PZM",1,0,0,0,0,0,0,0,0
"1722","B000046Q8B",0,0,0,1,0,0,0,0,0
"1723","B000046S1W",0,0,0,0,0,0,1,0,0
"1724","B00004C4PG",0,0,0,0,0,0,0,1,0
"1725","B00004C4QQ",1,0,0,0,0,0,0,0,0
"1726","B00004D3CC",0,0,0,0,0,0,0,1,0
"1727","B00004HYM1",0,1,0,0,0,0,0,0,0
"1728","B00004I9SP",0,0,0,0,0,0,1,0,0
"1729","B00004KD1L",0,0,0,0,0,0,1,0,0
"1730","B00004KD2H",0,0,0,0,0,0,1,0,0
"1731","B00004LMKS",0,0,0,1,0,0,0,0,0
"1732","B00004NJLP",0,0,0,0,1,0,0,0,0
"1733","B00004NJMX",1,0,0,0,0,0,0,0,0
"1734","B00004NK9T",0,0,1,0,0,0,0,0,0
"1735","B00004OCFE",0,0,0,0,0,0,1,0,0
"1736","B00004R7SN",0,1,0,0,0,0,0,0,0
"1737","B00004R7TD",0,0,0,1,0,0,0,0,0
"1738","B00004R7VU",0,0,0,0,0,0,1,0,0
"1739","B00004R8Q5",0,0,0,0,0,0,0,1,0
"1740","B00004R8TR",0,1,0,0,0,0,0,0,0
"1741","B00004RCXP",0,0,0,0,0,0,1,0,0
"1742","B00004RD01",0,1,0,0,0,0,0,0,0
"1743","B00004RGC8",1,0,0,0,0,0,0,0,0
"1744","B00004RGLH",0,0,0,0,0,0,0,1,0
"1745","B00004RI6B",1,0,0,0,0,0,0,0,0
"1746","B00004S35Z",0,0,0,0,0,0,0,0,1
"1747","B00004S36A",0,0,0,0,0,0,0,0,1
"1748","B00004S51Y",0,0,0,1,0,0,0,0,0
"1749","B00004S5EF",0,0,0,0,0,0,0,1,0
"1750","B00004S7LI",0,0,0,0,0,0,0,0,1
"1751","B00004S80U",0,0,0,0,0,0,0,1,0
"1752","B00004S95R",0,0,0,0,1,0,0,0,0
"1753","B00004S9AN",0,0,1,0,0,0,0,0,0
"1754","B00004SBSR",0,0,0,0,0,0,1,0,0
"1755","B00004SBSS",0,0,0,0,0,0,1,0,0
"1756","B00004SBZO",0,0,0,0,0,0,1,0,0
"1757","B00004SCCO",0,0,0,0,0,0,0,1,0
"1758","B00004SCGX",0,0,0,0,0,0,1,0,0
"1759","B00004SCHB",0,0,0,0,0,0,0,1,0
"1760","B00004SFQH",0,0,0,0,0,0,1,0,0
"1761","B00004SH94",1,0,0,0,0,0,0,0,0
"1762","B00004SQWM",1,0,0,0,0,0,0,0,0
"1763","B00004SST5",0,0,0,0,1,0,0,0,0
"1764","B00004SSTE",0,1,0,0,0,0,0,0,0
"1765","B00004STN3",0,1,0,0,0,0,0,0,0
"1766","B00004SVJR",0,0,0,0,0,0,0,1,0
"1767","B00004SWJX",1,0,0,0,0,0,0,0,0
"1768","B00004SYFZ",0,0,0,0,0,0,0,1,0
"1769","B00004SYOP",0,0,0,1,0,0,0,0,0
"1770","B00004SZG2",1,0,0,0,0,0,0,0,0
"1771","B00004T0PB",1,0,0,0,0,0,0,0,0
"1772","B00004T0QB",0,0,0,1,0,0,0,0,0
"1773","B00004T0UR",0,0,0,0,0,0,1,0,0
"1774","B00004T1I4",0,0,0,0,0,0,0,1,0
"1775","B00004T6UZ",0,0,0,0,0,0,1,0,0
"1776","B00004T8ZB",1,0,0,0,0,0,0,0,0
"1777","B00004T9TV",0,0,0,0,0,0,1,0,0
"1778","B00004T9UF",0,0,0,0,0,0,0,1,0
"1779","B00004TA40",0,0,0,0,1,0,0,0,0
"1780","B00004TA8K",1,0,0,0,0,0,0,0,0
"1781","B00004TAXE",0,0,0,0,0,0,1,0,0
"1782","B00004TCPD",1,0,0,0,0,0,0,0,0
"1783","B00004TGLF",0,0,0,0,0,0,1,0,0
"1784","B00004TGY2",0,0,0,0,0,0,1,0,0
"1785","B00004THL9",0,1,0,0,0,0,0,0,0
"1786","B00004TIOI",0,0,0,0,0,0,1,0,0
"1787","B00004TL26",0,0,0,0,0,0,0,1,0
"1788","B00004TLV8",0,0,0,1,0,0,0,0,0
"1789","B00004TLYL",1,0,0,0,0,0,0,0,0
"1790","B00004TSAN",0,1,0,0,0,0,0,0,0
"1791","B00004TTGF",1,0,0,0,0,0,0,0,0
"1792","B00004TTGI",1,0,0,0,0,0,0,0,0
"1793","B00004TWRR",0,0,0,0,1,0,0,0,0
"1794","B00004TZZK",1,0,0,0,0,0,0,0,0
"1795","B00004U1HK",0,0,0,0,0,0,1,0,0
"1796","B00004U2G4",0,0,0,0,0,0,0,0,1
"1797","B00004U5AJ",1,0,0,0,0,0,0,0,0
"1798","B00004U5DC",0,0,0,0,0,0,0,1,0
"1799","B00004U91U",1,0,0,0,0,0,0,0,0
"1800","B00004UARR",0,1,0,0,0,0,0,0,0
"1801","B00004UART",0,0,0,1,0,0,0,0,0
"1802","B00004UAWH",1,0,0,0,0,0,0,0,0
"1803","B00004UDE9",0,1,0,0,0,0,0,0,0
"1804","B00004VVZ4",1,0,0,0,0,0,0,0,0
"1805","B00004VW0S",0,0,0,1,0,0,0,0,0
"1806","B00004W3LV",0,0,0,0,0,0,1,0,0
"1807","B00004W50Z",0,0,0,1,0,0,0,0,0
"1808","B00004WFJC",1,0,0,0,0,0,0,0,0
"1809","B00004WFNZ",1,0,0,0,0,0,0,0,0
"1810","B00004WIOA",0,0,0,0,0,0,0,1,0
"1811","B00004WIPE",1,0,0,0,0,0,0,0,0
"1812","B00004WIXD",0,0,0,0,0,0,0,1,0
"1813","B00004WIZA",0,0,0,0,0,0,0,1,0
"1814","B00004WJAO",1,0,0,0,0,0,0,0,0
"1815","B00004WJGZ",1,0,0,0,0,0,0,0,0
"1816","B00004WKFO",1,0,0,0,0,0,0,0,0
"1817","B00004X03W",0,0,0,1,0,0,0,0,0
"1818","B00004X0Q0",1,0,0,0,0,0,0,0,0
"1819","B00004X0QK",0,0,0,0,1,0,0,0,0
"1820","B00004XOWM",1,0,0,0,0,0,0,0,0
"1821","B00004XQZS",0,0,0,0,0,0,0,1,0
"1822","B00004XSM0",0,0,0,0,0,0,1,0,0
"1823","B00004XT2W",0,0,0,0,0,0,0,1,0
"1824","B00004Y2FT",1,0,0,0,0,0,0,0,0
"1825","B00004Y6ND",0,0,1,0,0,0,0,0,0
"1826","B00004Y6NM",0,0,0,0,0,0,1,0,0
"1827","B00004YC03",1,0,0,0,0,0,0,0,0
"1828","B00004YC1I",1,0,0,0,0,0,0,0,0
"1829","B00004YKUI",0,1,0,0,0,0,0,0,0
"1830","B00004YL5B",0,0,1,0,0,0,0,0,0
"1831","B00004YLJW",1,0,0,0,0,0,0,0,0
"1832","B00004YMP4",0,0,0,0,0,1,0,0,0
"1833","B00004YNGK",0,0,0,1,0,0,0,0,0
"1834","B00004YR2D",0,0,0,0,0,0,1,0,0
"1835","B00004YR4U",1,0,0,0,0,0,0,0,0
"1836","B00004YRFG",0,0,0,0,0,0,0,1,0
"1837","B00004YRGJ",0,0,1,0,0,0,0,0,0
"1838","B00004YSGM",0,0,0,0,0,0,0,1,0
"1839","B00004YTWH",0,0,0,0,1,0,0,0,0
"1840","B00004YWGB",0,0,0,0,0,0,0,1,0
"1841","B00004YWGC",0,0,0,0,0,0,0,1,0
"1842","B00004Z2V3",0,0,0,0,0,0,1,0,0
"1843","B00004Z30Z",0,0,0,0,0,0,1,0,0
"1844","B00004Z3Z3",0,0,0,0,0,0,1,0,0
"1845","B00004Z41Q",1,0,0,0,0,0,0,0,0
"1846","B00004ZDM5",0,0,0,0,1,0,0,0,0
"1847","B00004ZDV7",0,0,0,0,0,0,0,1,0
"1848","B00004ZE8C",1,0,0,0,0,0,0,0,0
"1849","B000050488",1,0,0,0,0,0,0,0,0
"1850","B000050HS3",0,0,0,0,0,0,0,1,0
"1851","B000050HS9",0,0,0,0,0,0,0,1,0
"1852","B000050HSJ",0,0,0,0,0,0,0,1,0
"1853","B000050HVX",0,0,0,0,1,0,0,0,0
"1854","B000050HZJ",0,0,0,1,0,0,0,0,0
"1855","B00005171L",0,0,0,0,0,0,0,1,0
"1856","B000051XVN",0,0,0,0,0,0,1,0,0
"1857","B000051XYT",0,0,0,0,0,0,0,1,0
"1858","B000051Y0P",1,0,0,0,0,0,0,0,0
"1859","B000051Y0T",1,0,0,0,0,0,0,0,0
"1860","B000051Y1V",0,0,0,1,0,0,0,0,0
"1861","B000051Y2U",0,0,0,0,0,0,0,1,0
"1862","B000051Y37",0,0,0,0,0,0,1,0,0
"1863","B000053GTK",0,0,0,0,0,0,1,0,0
"1864","B000053GUO",0,0,0,0,0,0,0,1,0
"1865","B000054A5E",0,0,0,0,0,0,0,1,0
"1866","B000054OWS",0,0,0,0,0,0,0,1,0
"1867","B000055QKM",1,0,0,0,0,0,0,0,0
"1868","B00005653R",0,0,0,0,0,0,1,0,0
"1869","B000056NN1",1,0,0,0,0,0,0,0,0
"1870","B000056NZV",1,0,0,0,0,0,0,0,0
"1871","B000056P01",0,0,0,0,1,0,0,0,0
"1872","B000056P60",1,0,0,0,0,0,0,0,0
"1873","B000056UPY",1,0,0,0,0,0,0,0,0
"1874","B000058DXH",0,0,0,0,0,0,1,0,0
"1875","B000058DXS",0,0,0,1,0,0,0,0,0
"1876","B000058E2O",0,1,0,0,0,0,0,0,0
"1877","B000058T5S",0,1,0,0,0,0,0,0,0
"1878","B000058T5V",0,0,1,0,0,0,0,0,0
"1879","B000059L9A",0,0,0,0,0,0,1,0,0
"1880","B000059LYY",1,0,0,0,0,0,0,0,0
"1881","B000059MEK",0,0,0,0,0,0,1,0,0
"1882","B000059Q4I",0,0,0,0,0,0,0,1,0
"1883","B000059RL0",0,0,0,0,0,0,1,0,0
"1884","B000059T1U",0,1,0,0,0,0,0,0,0
"1885","B00005A0RI",0,0,0,0,1,0,0,0,0
"1886","B00005A7WY",0,0,0,0,1,0,0,0,0
"1887","B00005A8LS",0,0,0,0,0,0,1,0,0
"1888","B00005A8MT",0,0,0,0,0,0,0,1,0
"1889","B00005AAFJ",1,0,0,0,0,0,0,0,0
"1890","B00005AAXE",1,0,0,0,0,0,0,0,0
"1891","B00005AKBN",0,0,0,0,0,0,0,1,0
"1892","B00005AKC0",0,0,0,0,0,0,0,1,0
"1893","B00005AKI6",0,0,0,0,0,0,0,1,0
"1894","B00005AKIL",1,0,0,0,0,0,0,0,0
"1895","B00005APZM",0,0,0,0,0,0,0,1,0
"1896","B00005ARCX",0,0,0,0,0,0,0,1,0
"1897","B00005AREX",1,0,0,0,0,0,0,0,0
"1898","B00005AU9N",1,0,0,0,0,0,0,0,0
"1899","B00005AV14",1,0,0,0,0,0,0,0,0
"1900","B00005AVRE",0,0,0,0,0,0,0,1,0
"1901","B00005B0S6",1,0,0,0,0,0,0,0,0
"1902","B00005B4GB",0,0,0,1,0,0,0,0,0
"1903","B00005B58Y",0,0,0,0,1,0,0,0,0
"1904","B00005B59X",0,0,0,0,0,0,0,1,0
"1905","B00005B9JQ",0,0,0,0,0,0,0,1,0
"1906","B00005CC2J",0,1,0,0,0,0,0,0,0
"1907","B00005HYIP",1,0,0,0,0,0,0,0,0
"1908","B00005IBGM",0,0,0,0,1,0,0,0,0
"1909","B00005IBYZ",1,0,0,0,0,0,0,0,0
"1910","B00005ICAW",1,0,0,0,0,0,0,0,0
"1911","B00005J4HH",1,0,0,0,0,0,0,0,0
"1912","B00005J9U8",0,0,0,0,0,0,0,1,0
"1913","B00005JA24",0,0,0,0,1,0,0,0,0
"1914","B00005JAX3",0,0,0,0,0,0,1,0,0
"1915","B00005JGI6",1,0,0,0,0,0,0,0,0
"1916","B00005JXQE",0,0,0,0,1,0,0,0,0
"1917","B00005JXQF",0,1,0,0,0,0,0,0,0
"1918","B00005JXQS",0,1,0,0,0,0,0,0,0
"1919","B00005K2WC",1,0,0,0,0,0,0,0,0
"1920","B00005K32I",0,0,0,0,0,0,0,1,0
"1921","B00005K9KP",1,0,0,0,0,0,0,0,0
"1922","B00005K9ZD",0,0,0,0,0,0,1,0,0
"1923","B00005KB91",0,0,0,0,0,0,0,1,0
"1924","B00005KCGX",0,1,0,0,0,0,0,0,0
"1925","B00005KCHA",0,0,0,0,0,0,0,1,0
"1926","B00005KHEW",0,0,0,0,0,0,1,0,0
"1927","B00005KKAK",0,0,0,0,0,0,1,0,0
"1928","B00005LCFW",1,0,0,0,0,0,0,0,0
"1929","B00005LK6L",1,0,0,0,0,0,0,0,0
"1930","B00005LKFC",0,1,0,0,0,0,0,0,0
"1931","B00005LMK5",0,1,0,0,0,0,0,0,0
"1932","B00005LN49",0,0,0,0,0,0,0,1,0
"1933","B00005LN6L",0,0,0,0,0,0,1,0,0
"1934","B00005LODB",0,0,0,1,0,0,0,0,0
"1935","B00005LQPQ",1,0,0,0,0,0,0,0,0
"1936","B00005LVZJ",0,0,0,0,0,0,0,1,0
"1937","B00005M6CK",1,0,0,0,0,0,0,0,0
"1938","B00005M987",1,0,0,0,0,0,0,0,0
"1939","B00005MAWI",0,0,0,0,1,0,0,0,0
"1940","B00005MK0U",0,1,0,0,0,0,0,0,0
"1941","B00005MKDZ",0,0,0,0,0,0,1,0,0
"1942","B00005MKGM",0,0,0,1,0,0,0,0,0
